Index,Day,Month,Year,Initials,SVL,VT,R,Weight,Sex,Page,Comments,PredictedMass,CorrectedMass,FinalMass,,
1048505,26,9,1983,DN,205,182,73,315,F,111,0 E,267.5915376,326.3311435,397.9648091,,
32784,15,1,1951,WD,188,125,72,250,,54,,220.7147171,269.1642891,328.2491331,,
33789,15,1,1951,WD,251,232,72,652,M,57,,550.4661511,671.3001842,818.6587612,,
33809B,30,10,1975,DN,205,198,72,335,M,57,,280.8653367,342.5187032,417.7057357,,
33809B,10,11,1976,DN,210,197,72,306,M,57,,257.748666,314.3276414,383.326392,,
51105,5,10,1987,AC,181,114,72,230,F,61,8 E,204.3195743,249.1702125,303.8661128,,
574496,6,4,1953,WD,165,130,72,182,F,75,,157.2726006,191.7958544,233.8973834,,
582688A,14,11,1980,DN,182,175,72,288,,76,,241.6348025,294.6765884,359.3616932,,
587773,,,1986,DN,183,186,72,244,F,79,,202.8552779,247.3844852,301.6883966,,
951328,18,12,1954,WD,181,220,72,280,M,94,,225.3421538,274.8075046,335.1311032,,
979997,18,12,1954,WD,148,135,72,140,JM,100,,118.4405181,144.4396563,176.1459223,,
982961,10,9,1984,DN,199,165,72,338,F,103,0 E,290.0138816,353.6754653,431.3115431,,
1017777,9,9,1984,DN,201,150,72,343,F,106,0 E,298.5405133,364.0737967,443.992435,,
1042425,28,9,1983,DN,180,110,72,245,F,108,6 E,218.3695652,266.3043478,324.7613998,,
1045567,28,9,1983,DN,193,154,72,297,F,109,12 E,256.2041862,312.4441295,381.0294262,,
1472A,25,9,1985,DN,199,147,71,315,F,23,,274.5310694,334.7939871,408.2853502,,
1981A,22,2,1972,IC,195,113,71,250,F,25,,224.0865311,273.2762575,333.2637286,,
25600,,,1986,AC,199,155,71,317,F,40,,274.3559051,334.580372,408.0248439,,
32573,13,11,1971,IC,134,105,71,78,J,52,,67.45252132,82.25917234,100.3160638,,
32605,18,7,1988,AC,228,127,71,392,F,52,0 E,352.7855905,430.2263299,524.666256,,
32673A,,,1986,DN,205,125,71,371,F,53,,330.7536281,403.358083,491.9001012,,
32770,15,1,1951,WD,251,151,71,652,M,54,,582.11586,709.8973902,865.7285246,,
63039,3,11,1986,AC/LG,193,121,71,289,F,65,11 E,256.8636415,313.2483433,382.0101747,,
64543A,7,1,1977,DN,242,151,71,410,M,66,,364.601082,444.6354659,542.238373,,
557376,29,11,1953,WD,183,164,71,210,F,71,,178.1415929,217.245845,264.9339573,,
589600,29,11,1953,WD,209,145,71,420,F,79,,368.9232031,449.9063452,548.6662747,,
819226,7,2,1992,AC,161,110,71,160,JM,82,,140.8025597,171.7104386,209.4029739,,
837632,17,12,1954,WD,156,111,71,146,JM,86,,127.8467628,155.9106863,190.1349833,,
869376,17,12,1954,WD,200,126,71,310,F,92,,275.3791609,335.828245,409.5466403,,
1015808,,,1986,DN,196,121,71,316,F,104,0 E,281.3401285,343.0977177,418.4118509,,
351,4,2,1972,IC,247,241,70,529.5,M,19,,443.2041559,540.4928731,659.1376501,,
11265,21,2,1972,IC,228,189,70,410.1,M,30,,351.8897412,429.1338307,523.3339398,,
26559,22,4,1971,IC,265,263,70,686.1,M,43,,572.680389,698.3907183,851.6959979,,
26559A,,11,1987,LG/AC,189,152,70,255,F,43,7 E,219.734783,267.9692476,326.7917653,,
26623,,11,1987,AC/LG,194,171,70,290,F,44,10 E,246.620077,300.7561914,366.7758432,,
30173,21,11,1988,AC,218,118,70,407,F,46,,367.322936,447.9548,546.2863414,,
30497,20,11,1987,AC/LG,188,122,70,255,F,47,8 E,225.7637207,275.3216106,335.7580617,,
32449,,7,1988,AC,193,131,70,256,F,51,0 E,225.4612123,274.952698,335.3081683,,
32705,21,11,1988,AC,196,112,70,237,F,53,,212.7406881,259.4398635,316.3900775,,
33760A,9,9,1984,DN,215,164,70,393,F,56,11 E,341.0807339,415.9521146,507.2586763,,
33817A,21,2,1975,DN,268,276,70,760,M,57,,630.4367639,768.8253219,937.5918559,,
33821,15,2,1950,WD,265,225,70,850,M,57,,726.8468501,886.3985976,1080.9739,,
34336,15,2,1950,WD,257,245,70,695,M,58,,583.916474,712.0932609,868.4064158,,
65529,,,1986,DN,216,120,70,411,F,67,0 E,369.9820359,451.1976048,550.2409815,,
229393,14,2,1950,WD,263,205,70,567,,68,,490.6763386,598.3857788,729.7387546,,
327711,14,2,1950,WD,272,150,70,652,M,69,,587.3611609,716.2940986,873.5293886,,
425984,14,2,1950,WD,235,190,70,524,M,69,,451.2015274,550.2457651,671.0314209,,
458783,14,2,1950,WD,255,140,70,652,M,69,,587.6200776,716.6098507,873.9144521,,
458784,14,2,1950,WD,203,148,70,290,F,69,,253.166878,308.7400952,376.5123112,,
490496,14,2,1950,WD,215,185,70,325,M,70,,277.3720459,338.2585926,412.5104788,,
525312,14,2,1950,WD,265,150,70,510,M,70,,458.2389204,558.8279517,681.4975021,,
587345,9,10,1986,AC,179,155,70,271,?,78,,231.070871,281.7937452,343.6509088,,
836671,3,10,1986,DN,174,105,70,192,F,85,0 E,171.3639962,208.9804831,254.8542477,,
837629,2,10,1986,DN,205,105,70,350,F,86,0 E,317.5433001,387.247927,472.2535695,,
844861,2,10,1986,AC,196,110,70,295,F,87,0 E,265.2887198,323.522829,394.5400354,,
845534,2,10,1986,DN,208,118,70,387,F,87,0 E,347.6433141,423.955261,517.018611,,
849721,30,9,1986,DN,199,130,70,303,F,88,0 E,268.055348,326.8967659,398.6545925,,
851505,25,9,1985,DN,203,150,70,320,F,90,0 E,278.8778997,340.0949997,414.7499996,,
852960,17,12,1954,WD,134,117,70,100,J,92,,85.16149033,103.855476,126.6530195,,
883712,17,12,1954,WD,173,117,70,200,F,92,,176.2176324,214.8995517,262.072624,,
967737,24,9,1985,DN,212,110,70,360,?,96,0 E,326.2218515,397.8315263,485.1603979,,
976817,4,10,1987,AC,229,132,70,287,F,99,0 E,257.3925876,313.8933996,382.7968287,,
983009A,1,10,1986,AC,199,120,70,283,F,103,0 E,252.6028802,308.0522929,375.6735279,,
1045565,28,9,1983,DN,207,146,70,370,F,109,10 E,324.3480098,395.5463534,482.3736017,,
1047609,26,9,1983,DN,193,157,70,290,F,110,8 E,249.4980874,304.2659603,371.0560491,,
1759,6,11,1992,AC,180,167,69,295,F,24,,248.9148737,303.554724,370.1886879,,
1855,22,2,1972,IC,181,1444,69,183,JF?,24,,70.60070135,86.09841628,104.9980686,,
17503,13,5,1992,AC,194,140,69,242,F,33,3+eggs,211.5366356,257.9715068,314.5993985,,
29698,10,11,1971,IC,260,209,69,580,M,44,,499.8221504,609.5392078,743.3404973,,
30744,26,11,1988,CHD/AC,200,156,69,340,F,48,,294.2056792,358.7874137,437.5456264,,
30750,26,11,1988,CHD/AC,210,117,69,292,F,48,,262.7833523,320.4675029,390.8140279,,
34617,9,10,1987,AC,218,191,69,380,F,59,17 E,323.4480729,394.4488693,481.0352065,,
59391A,3,10,1986,AC,243,234,69,545,M,64,,457.1512709,557.5015499,679.8799389,,
354301,9,11,1992,AC,247,160,69,545,M,69,,482.6137746,588.5533836,717.7480288,,
558105A,6,12,1978,DN,199,131,69,272,M,73,,240.4172584,293.1917785,357.5509494,,
951871,25,9,1985,DN,202,165,69,320,F,95,9 E,275.1495017,335.5481728,409.2050887,,
967711,18,12,1954,WD,260,146,69,810,M,96,,728.3788344,888.2668712,1083.252282,,
1017785,9,9,1984,DN,183,155,69,263,F,106,0 E,224.9741302,274.3586953,334.5837748,,
10815,12,11,1987,LG/AC,186,125,68,240,F,29,,211.6195762,258.0726539,314.7227486,,
25617,3,10,1986,AC,238,176,68,500,M,40,,435.7028041,531.344883,647.9815647,,
26592,3,10,1986,AC,256,122,68,539,M,43,,492.1919706,600.2341105,731.9928177,,
29501,8,10,1986,AC,212,132,68,362,F,44,0 E,321.9918133,392.6729431,478.8694428,,
32573,7,10,1986,AC,208,124,68,368,F,52,,328.8749333,401.0669918,489.1060876,,
32753,14,11,1971,IC,210,179,68,360,F,54,,307.6664862,375.2030319,457.5646731,,
51168,15,2,1950,WD,176,105,68,155,M,61,,138.5098958,168.914507,205.9933012,,
59169,27,2,1987,AC,225,198,68,406,F,63,,345.3526971,421.1618257,513.6119826,,
65505,,,1986,DN,224,178,68,476,F,67,17 E,410.8491166,501.035508,611.0189122,,
588857,,10,1986,DN,201,106,68,352,F,79,14 E,318.4832171,388.3941671,473.6514233,,
851005,26,9,1985,DN,203,171,68,365,F,90,0 E,312.4734204,381.0651469,464.7135937,,
851903,25,9,1985,DN,188,110,68,275,F,91,0 E,246.2476766,300.3020446,366.2220056,,
851968B,9,10,1986,DN,183,120,68,264,F,91,10 E,233.4513195,284.6967311,347.1911354,,
1016889,,,1986,DN,212,137,68,339,F,105,0 E,300.2767042,366.1911026,446.5745154,,
1017785,,,1986,DN,178,162,68,252,F,106,0 E,213.2667355,260.0813848,317.1724205,,
1033681,30,9,1983,DN,194,153,68,320,F,106,9 E,276.4860167,337.1780692,411.1927673,,
1823,5,8,1992,AC,192,164,67,310,F,24,,264.8543689,322.9931328,393.8940644,,
2009,7,8,1992,AC,187,174,67,250,F,26,,210.8488255,257.132714,313.5764805,,
64513A,10,11,1976,DN,206,166,67,337,M,66,,290.3150975,354.0428018,431.7595144,,
65081A,4,11,1986,AC/LG,185,111,67,280,F,67,0 E,250.0594059,304.950495,371.8908476,,
557089,29,11,1953,WD,198,155,67,280,F,71,,242.1687587,295.3277545,360.1557982,,
557631,30,11,1953,WD,187,173,67,290,F,72,,244.8049686,298.5426447,364.0763959,,
559033,11,5,1992,AC,207,153,67,320,F,74,5 E,278.8675124,340.0823322,414.7345514,,
587553,10,10,1986,DN,177,100,67,228,F,78,4 E,204.8989159,249.8767267,304.7277155,,
836639,17,12,1954,WD,226,207,67,500,M,85,,422.7330037,515.5280534,628.692748,,
837600,17,12,1954,WD,180,134,67,190,JF,86,,165.4247104,201.7374517,246.0212826,,
976817,23,9,1985,DN,226,132,67,370,F,99,0 E,331.3763773,404.1175333,492.8262602,,
982560A,30,9,1983,DN,195,122,67,300,F,102,0 E,266.702047,325.2463988,396.6419497,,
1081,30,9,1987,AC,196,195,66,318,M,22,,265.3231646,323.5648349,394.5912621,,
13337,25,2,1972,IC,202,173,66,290.5,F,31,,248.0981982,302.5587783,368.9741199,,
26545,12,11,1987,AC/LG,194,133,66,335,F,43,15 E,294.6844084,359.3712298,438.2575973,,
31762,9,2,1992,AC,163,111,66,140,JF,49,,123.2509012,150.305977,183.299972,,
32305,12,11,1971,IC,198,148,66,300,F,51,,261.0594633,318.3651991,388.2502428,,
33341,16,5,1950,WD,153,112,66,113,J,55,,98.59690452,120.2401275,146.6343018,,
63421,5,11,1986,AC/LG,221,117,66,345,F,65,11 E,312.0343282,380.5296685,464.0605714,,
64537,16,5,1950,WD,212,147,66,439,F,66,,385.6385219,470.2908804,573.5254639,,
65337,4,11,1986,AC/LG,191,106,66,270,F,67,0 E,243.0792947,296.4381643,361.5099565,,
558113,10,10,1986,AC,218,203,66,407,F,73,0 E,343.2207946,418.5619446,510.4413959,,
559033,,11,1987,AC/LG,203,156,66,320,F,74,0 E,277.451725,338.3557622,412.6289783,,
559039,,,1986,DN,206,183,66,347,F,74,10 E,294.7482263,359.4490565,438.3525079,,
819769,18,12,1954,WD,197,133,66,330,F,83,,290.8191079,354.6574486,432.5090837,,
837439,,,1986,DN,180,184,66,277,F,86,0 E,230.06814,280.5709024,342.1596371,,
845753,7,11,1992,AC,193,143,66,295,M,87,,257.0004404,313.4151712,382.2136234,,
918432A,10,9,1984,DN,222,129,66,387,F,93,0 E,346.7870798,422.9110729,515.7452109,,
951869,25,9,1985,DN,207,174,66,365,F,95,9 E,312.5687278,381.1813754,464.8553358,,
968225,24,9,1985,DN,201,168,66,320,F,97,0 E,274.2558924,334.4584054,407.8761042,,
1853,22,2,1972,IC,227,170,65,455,M,24,,395.8423056,482.7345191,588.700633,,
1855A,4,10,1987,AC,228,134,65,409,F?,24,,366.0665344,446.4226029,544.4178084,,
2881,18,2,1972,IC,188,183,65,223.6,F,27,,187.230607,228.3300085,278.4512299,,
18015,13,5,1992,AC,145,109,65,106,JF,35,,92.17299382,112.40609,137.0805976,,
26414,,3,1988,MEM,127.1,107,65,100.05,J,42,,85.65939089,104.4626718,127.3935022,,
30589,,,1986,DN,191,121,65,282,F,47,0 E,250.3505272,305.3055209,372.323806,,
32465,,7,1988,AC,205,148,65,287,F,51,0 E,250.8587568,305.9253132,373.0796502,,
33343,16,5,1950,WD,210,197,65,397,M,55,,334.399413,407.8041622,497.322149,,
64543B,21,8,1978,DN,186,103,65,202,F,66,,181.8988793,221.8279016,270.5218312,,
65471,10,10,1986,AC,186,118,65,268,F,67,8 E,237.8838169,290.1022157,353.7831899,,
65536B,28,9,1983,DN,165,123,65,185,F,67,0 E,161.0431655,196.3941042,239.5050052,,
491453,18,5,1992,AC,196,170,65,290,F,70,,247.2114643,301.4773955,367.6553603,,
558016,30,11,1953,WD,209,121,65,350,F,73,,313.7514384,382.6237054,466.6142749,,
558881A,,,1986,DN,195,178,65,265,F,74,0 E,224.1660655,273.3732506,333.3820129,,
559033,,,1986,DN,202,155,65,326,F,74,0 E,282.7100103,344.7683052,420.4491527,,
574496A,6,11,1976,DN,241,262,65,510,M,75,,419.0821117,511.075746,623.2631049,,
575025,9,11,1992,AC,225,198,65,445,M,75,,378.526971,461.6182573,562.9490942,,
575423,10,10,1986,DN,196,123,65,268,F,76,0 E,238.1731245,290.4550299,354.213451,,
721913,15,1,1951,WD,225,161,65,454,F,81,,397.2720217,484.4780753,590.8269211,,
746496,15,1,1951,WD,200,115,65,335,,81,,300.5171556,366.4843362,446.9321173,,
844849,2,10,1986,AC,176,149,65,250,F,87,0 E,213.8684715,260.8152092,318.0673283,,
845373,2,10,1986,DN,210,116,65,391,F,87,0 E,352.1788873,429.4864479,523.7639609,,
848929,1,10,1986,DN,182,135,65,241,F,88,0 E,209.926161,256.0075134,312.2042846,,
849713,30,9,1986,AC,194,174,65,287,F,88,0 E,243.4299979,296.8658511,362.0315257,,
951313,18,12,1954,WD,141,100,65,116,JF,94,,101.6180518,123.9244534,151.1273822,,
967697,18,12,1954,WD,160,135,65,180,JF,96,,154.0600166,187.878069,229.1195964,,
1015808C,,11,1987,LG/AC,228,178,65,450,F,104,0 E,389.3426898,474.8081583,579.0343394,,
1033277,30,9,1983,DN,194,133,65,285,F,106,0 E,250.7016609,305.7337328,372.8460156,,
30175,21,11,1988,AC,217,180,64,367,F,46,,314.8780015,383.9975628,468.2897108,,
33593,17,5,1950,WD,198,151,64,369,,56,,320.2604969,390.5615815,476.2946116,,
34801,7,10,1987,AC,184,166,64,210,F,59,0 E,177.9608676,217.0254483,264.6651809,,
58368A,25,11,1988,CHD/AC,244,180,64,490,M,62,,427.1217642,520.8802002,635.2197564,,
63393,,11,1986,AC/LG,192,156,64,302,F,65,11 E,259.8654901,316.9091343,386.474554,,
64512,7,10,1986,AC,204,164,64,233,F,66,0 E,200.7880184,244.8634371,298.6139477,,
160768,27,4,1975,DN,204,149,64,330,F,68,,288.0198076,351.2436678,428.3459364,,
557600B,12,11,1971,IC,212,186,64,310,F,72,,263.8112361,321.7210197,392.3427069,,
586783,29,11,1953,WD,162,141,64,153,JM,78,,130.3583123,158.9735516,193.8701849,,
619520,15,1,1951,WD,215,160,64,439,F,81,,382.2353073,466.1406187,568.4641691,,
819904,18,12,1954,WD,170,128,64,170,JM,83,,147.7934006,180.2358544,219.7998224,,
821152,17,12,1954,WD,243,221,64,610,M,84,,516.2973518,629.6309168,767.8425815,,
851005,9,10,1986,AC,208,168,64,359,F,90,11 E,309.1681845,377.0343713,459.7980138,,
851897,25,9,1985,DN,195,105,64,255,F,91,0 E,230.2579701,280.8024026,342.4419544,,
851897,15,5,1992,AC,195,106,64,240,F,91,,216.5133097,264.0406216,322.0007581,,
983025,23,7,1988,AC,196,120,64,261,F,103,0 E,232.5835316,283.6384532,345.9005526,,
1017853,30,9,1983,DN,222,156,64,460,F,106,0 E,403.4277606,491.9850738,599.9817974,,
1042367,28,9,1983,DN,209,154,64,335,F,108,0 E,292.0556516,356.1654288,434.3480839,,
1048369,26,9,1983,DN,190,116,64,303,F,111,0 E,270.0933111,329.3820868,401.6854717,,
12256,20,2,1972,IC,259,188,63,630,M,31,,550.2895408,671.0848058,818.3961047,,
18431,14,11,1971,IC,167,104,63,170,J,37,,151.2085927,184.4007227,224.8789302,,
29745,20,11,1987,AC/LG,185,160,63,290,F,45,0 E,247.315889,301.6047427,367.8106618,,
30493,23,7,1988,MEM,139,113,63,141.29,J,46,,121.568081,148.2537573,180.7972649,,
31754,19,11,1971,IC,145,99,63,100,J,49,,88.00888231,107.3279053,130.8876893,,
51121,,,1987,DN,197,128,63,265,F,61,0 E,234.5836281,286.0775952,348.8751161,,
62521,5,11,1986,AC/LG,187,157,63,276,F,64,7 E,236.3940406,288.2854154,351.5675798,,
459807,26,9,1983,DN,200,203,63,365,F,70,0 E,303.5217111,370.1484281,451.4005221,,
849457,1,10,1986,DN,187,137,63,296,F,88,4 E,258.2448198,314.9327071,384.064277,,
851897,,,1986,DN,188,106,63,268,F,91,0 E,240.8954287,293.7749131,358.2620891,,
952225,5,2,1992,AC,182,106,63,220,F,95,,197.092838,240.3571195,293.1184384,,
952289,5,10,1987,AC,208,123,63,300,F,96,0 E,268.3346364,327.2373615,399.0699531,,
980031,3,10,1986,DN,208,142,63,337,F,100,0 E,296.5933876,361.6992532,441.0966502,,
1046077,10,10,1986,AC,196,142,63,284,F,109,7 E,248.1266704,302.5935004,369.0164639,,
17759,11,5,1992,AC,172,120,62,174,JM,34,,152.735346,186.2626171,227.1495331,,
25633,29,9,1987,AC,197,157,62,282,M,40,,243.30534,296.7138293,361.8461333,,
32673A,13,11,1971,IC,217,117,62,315,F,53,,284.3999834,346.829248,422.9624976,,
34809,7,10,1987,AC,215,180,62,315,F,59,0 E,269.9065524,329.1543322,401.4077222,,
65535,1,10,1986,DN,186,96,62,247,F,67,0 E,223.9353479,273.0918877,333.0388874,,
66464,14,2,1950,WD,220,180,62,380,M,68,,326.6643563,398.3711662,485.8184953,,
328224,14,2,1950,WD,196,172,62,330,M,69,,280.8221341,342.4660172,417.6414844,,
557873,30,11,1953,WD,155,97,62,134,JF,72,,119.1234183,145.2724614,177.1615383,,
583200,28,4,1953,WD,196,173,62,280,F,77,,238.0670604,290.3256834,354.0557115,,
588861,,,1986,DN,200,190,62,359,F,79,0 E,301.7875116,368.0335508,448.8214034,,
820096A,5,2,1992,AC,183,144,62,280,F,83,,241.9993088,295.1211084,359.9037907,,
844832,17,12,1954,WD,223,232,62,500,M,87,,414.0408224,504.9278322,615.765649,,
845369,2,10,1986,DN,192,109,62,284,F,87,0 E,255.0997697,311.0972801,379.386927,,
952225,7,11,1992,AC,184,104,62,205,F,95,,184.221173,224.6599671,273.9755696,,
980031,11,9,1984,DN,209,144,62,353,F,100,0 E,310.3314431,378.4529794,461.5280237,,
980961,10,9,1984,DN,195,114,62,313,F,101,0 E,280.299221,341.8283183,416.8638028,,
982591,,,1986,DN,189,138,62,303,F,102,0 E,264.4653027,322.5186619,393.3154413,,
983065,18,12,1954,WD,194,108,62,260,F,103,,234.0037443,285.3704199,348.0127072,,
1048381,6,10,1986,AC,215,108,62,332,F,111,0 E,301.7516989,367.9898767,448.7681424,,
25504,28,2,1971,IC,242,206,61,550,M,39,,470.1375292,573.3384502,699.193232,,
29745,10,8,1992,AC,195,162,61,320,F,45,3 E,274.4930505,334.7476225,408.228808,,
31837,21,11,1988,AC,213,199,61,404,F,50,,340.5144376,415.2615093,506.4164748,,
32337,20,9,1988,AC,191,161,61,233,M,51,,199.4500005,243.2317079,296.6240341,,
33809,15,2,1950,WD,225,228,61,390,M,57,,324.4005902,395.6104758,482.4517998,,
33823C,30,9,1983,DN,202,204,61,340,F,58,0 E,282.9719903,345.087793,420.838772,,
51007,,,1986,DN,184,101,61,256,F,61,0 E,230.7264157,281.3736777,343.1386313,,
58393,23,10,1975,DN,220,174,61,412,F,62,,355.8377437,433.948468,529.2054487,,
557078,5,2,1992,AC,160,116,61,125,JM,71,,109.2009685,133.1719128,162.4047717,,
588825,29,11,1953,WD,272,144,61,580,M,79,,524.5794503,639.7310369,780.1598011,,
837632,,,1987,AC,211,100,61,263,F,86,0 E,240.2755638,293.0189802,357.3402198,,
841728,16,7,1988,AC,206,102,61,389,F,86,12 E,354.0194934,431.7310895,526.5013286,,
851872,18,12,1954,WD,206,154,61,310,M,90,,269.7568514,328.97177,401.1850854,,
884736C,28,9,1983,DN,177,144,61,225,F,92,,193.5731837,236.0648582,287.8839734,,
884736C,2,10,1986,DN,199,147,61,360,F,92,0 E,313.7497936,382.6216996,466.6118287,,
952449,,10,1986,DN,199,170,61,310,F,95,8 E,264.8496416,322.9873678,393.8870339,,
952289,24,9,1985,DN,213,123,61,375,F,96,0 E,336.2514351,410.0627258,500.0764948,,
976865,11,9,1984,DN,209,150,61,368,F,100,0 E,321.8971223,392.5574662,478.7286173,,
976865,21,2,1987,AC,215,145,61,354,F,100,,312.0084534,380.4981139,464.0220901,,
980793,3,10,1987,AC,203,171,61,297,F,101,0 E,254.2591942,310.072188,378.1368146,,
1046077,27,9,1983,DN,193,142,61,305,F,109,0 E,265.9518848,324.3315669,395.5263011,,
25937,12,11,1987,AC/LG,192,144,60,255,F,40,,221.8032787,270.4918033,329.8680528,,
32545,12,11,1971,IC,128,105,60,63,J,52,,54.13772366,66.02161422,80.51416368,,
32577,22,7,1988,AC,205,106,60,337,F,52,0 E,305.4790431,372.5354184,454.3114859,,
33817,15,2,1950,WD,183,138,60,250,F,57,,217.2996114,264.9995261,323.1701538,,
33849,,11,1987,AC/LG,235,113,60,410,F,58,0 E,374.1022771,456.2222892,556.3686453,,
34592,15,2,1950,WD,287,233,60,822,M,58,,707.3953606,862.677269,1052.04545,,
34784,15,2,1950,WD,199,172,60,295,M,59,,251.6032177,306.8331924,374.18682,,
49152,15,2,1950,WD,255,155,60,794,M,60,,708.1072467,863.5454228,1053.104174,,
50208,15,2,1950,WD,255,245,60,737,,60,,618.4282587,754.1808033,919.732687,,
64537B,6,1,1978,DN,162,116,60,139,J,66,,121.6212546,148.3186031,180.8763453,,
557617A,,2,1988,MEM,139,129,60,122.31,J,72,,103.1977764,125.8509468,153.4767645,,
597709,,,1986,DN,184,110,60,219,F,79,,195.657982,238.6072951,290.9845062,,
589841,15,1,1951,WD,162,135,60,160,F,80,,137.1863118,167.3003802,204.0248539,,
950816A,11,9,1984,DN,200,113,60,278,F,94,0 E,249.831623,304.672711,371.5520865,,
952249,24,9,1985,DN,200,168,60,295,F,95,0 E,252.6490695,308.1086213,375.7422212,,
952289,22,7,1988,AC,217,128,60,330,F,96,0 E,295.2463273,360.0564967,439.0932886,,
975905,24,9,1985,DN,185,141,60,285,F,98,0 E,247.3755527,301.6775033,367.8993942,,
976829,23,9,1985,DN,202,144,60,354,F,99,0 E,309.9124368,377.9419961,460.9048733,,
979969,18,12,1954,WD,183,149,60,260,F,100,,223.6596729,272.7556987,332.6289008,,
980961,7,10,1987,AC,201,125,60,305,F,101,0 E,271.3276121,330.8873318,403.5211364,,
982591,10,9,1984,DN,176,136,60,278,F,102,0 E,240.8588893,293.7303528,358.2077473,,
982969,30,9,1986,AC,186,150,60,250,F,103,0 E,215.3440946,262.6147496,320.2618897,,
982973,10,9,1984,DN,193,163,60,278,F,103,0 E,237.9042404,290.1271224,353.8135639,,
1017649,9,9,1984,DN,173,120,60,233,F,105,0 E,204.6695,249.5969512,304.3865259,,
1034145,30,9,1983,DN,198,108,60,313,F,107,0 E,282.2746773,344.2374114,419.8017212,,
1034173,29,9,1983,DN,204,194,60,345,F,107,8 E,289.9709494,353.623109,431.2476939,,
1046049,28,9,1983,DN,170,104,60,215,F,109,0 E,191.6081599,233.6684877,284.9615704,,
1046461,27,9,1983,DN,205,199,60,290,F,109,0 E,242.9388846,296.2669325,361.3011371,,
1048381,26,9,1983,DN,207,110,60,310,F,111,0 E,280.2780441,341.8024928,416.8323083,,
1054,19,11,1973,IC,232,117,59,400,M,21,,363.4254355,443.2017506,540.4899397,,
1841A,3,10,1987,AC,201,149,59,255,F,24,,222.1389858,270.9012022,330.3673197,,
1920,13,11,1971,IC,254,260,59,580,M,25,,481.6193804,587.3407078,716.2691558,,
2593,17,2,1972,IC,204,184,59,294.6,F,27,,249.6626727,304.466674,371.300822,,
16417,12,11,1971,IC,219,138,59,375,F,32,,333.1118636,406.23398,495.4072927,,
17920,28,2,1971,IC,278,262,59,730,M,34,,614.4412519,749.3185999,913.8031706,,
34367,,,1987,AC,187,172,59,262,F,58,0 E,221.3680435,269.9610287,329.2207667,,
34749,6,10,1987,AC,186,147,59,220,F,59,7 E,190.0296553,231.743482,282.6140025,,
558141,10,10,1986,AC,188,116,59,272,F,73,0 E,242.1801991,295.3417062,360.1728125,,
582689,10,10,1986,AC,184,104,59,265,,77,0 E,238.1395651,290.4141038,354.1635412,,
583201,,,1986,DN,186,156,59,349,F,77,0 E,298.9626248,364.5885669,444.6202035,,
849905,26,9,1985,DN,179,144,59,210,F,89,8 E,180.9506986,220.6715836,269.1116874,,
950816A,,,1986,DN,203,115,59,285,,94,0 E,256.0533547,312.2601886,380.8051081,,
982845,10,9,1984,DN,184,106,59,288,F,103,0 E,258.3047858,315.0058363,384.1534589,,
983037,10,9,1984,DN,194,163,59,318,F,103,0 E,272.3375357,332.118946,405.0231049,,
1042361,28,9,1983,DN,173,145,59,225,F,108,0 E,192.7593798,235.0724144,286.6736761,,
1046073,27,9,1983,DN,211,104,59,350,F,109,,318.6570163,388.6061174,473.9098993,,
1048544,23,9,1985,DN,170,96,59,183,F,111,0 E,164.4661822,200.5685148,244.5957498,,
1472,21,2,1972,IC,267,265,58,709.9,M,23,,592.5404167,722.6102643,881.2320296,,
2944,3,2,1972,IC,199,126,58,234,F,28,,207.7502597,253.3539752,308.9682625,,
30225,10,11,1988,MEM,130.2,127,58,105.11,J,46,,87.98378653,107.2973006,130.8503666,,
30513,20,11,1987,LG/AC,206,102,58,324,F,47,13 E,294.8645652,359.5909331,438.5255282,,
31809,21,11,1988,AC,213,117,58,338,F,50,,304.6100025,371.4756128,453.0190401,,
32285,16,7,1988,AC,196,111,58,284,F,51,0 E,255.1629703,311.1743541,379.4809196,,
32448,12,11,1971,IC,213,172,58,315,F,51,,271.2841236,330.8342971,403.4564599,,
32543,16,4,1988,AC,208,100,58,291,F,52,,265.5253288,323.8113765,394.8919226,,
32760,,2,1988,MEM,122.4,107,58,81.6,J,54,,69.47939364,84.73096785,103.3304486,,
65312B,25,9,1985,DN,193,164,58,235,F,67,0 E,200.9283125,245.0345275,298.8225945,,
557629A,,2,1988,MEM,122.7,95,58,89.9,J,72,,77.8688109,94.96196451,115.8072738,,
589345,,10,1986,DN,174,110,58,198,F,79,3 E,175.8192681,214.4137416,261.4801727,,
589631,,,1986,DN,178,118,58,206,F,80,0 E,181.9321437,221.868468,270.5713024,,
820145,18,12,1954,WD,187,175,58,230,F,83,,193.8064884,236.349376,288.2309464,,
845728,17,12,1954,WD,158,140,58,154,JM,87,,130.8608839,159.5864438,194.6176143,,
951353,25,9,1985,DN,194,202,58,300,F,94,0 E,248.3884399,302.9127316,369.4057703,,
976801,23,9,1985,DN,189,136,58,232,F,99,0 E,202.8688025,247.4009787,301.7085106,,
980017,,,1986,DN,192,140,58,423,F,100,0 E,369.2678442,450.3266392,549.1788283,,
983071,18,12,1954,WD,162,145,58,180,M,104,,152.7215719,186.2458194,227.129048,,
1017407,9,9,1984,DN,201,132,58,355,F,105,0 E,313.8670743,382.7647248,466.7862498,,
1046073,,,1986,DN,204,104,58,320,F,109,,290.4510477,354.2085948,431.9617009,,
